"Township","Area","State","Median_Price","Median_PSF","Transactions","Multi_Type","Primary_Type","Freehold","Leasehold","Primary_Tenure","Log_Median_Price","Log_Median_PSF","Log_Transactions"
"taman dato chellam","ulu tiram","johor",630000,427,11,0,"terrace house",1,0,1,13.3534750983677,6.05678401322862,2.39789527279837
"mutiara damansara","mutiara damansara","selangor",1430000,858,11,1,"terrace house",1,0,1,14.1731850022361,6.75460409948796,2.39789527279837
"taman bidara palma","sungei baru tengah","melaka",240000,118,11,0,"terrace house",1,0,1,12.3883942023241,4.77068462446567,2.39789527279837
"taman damai impian 2","kuala lipis","pahang",289000,202,11,0,"terrace house",1,0,1,12.5741819670946,5.30826769740121,2.39789527279837
"taman industri sri sulong","batu pahat","johor",235000,100,11,1,"semi d",1,0,1,12.3673407931263,4.60517018598809,2.39789527279837
"tabuan tranquility","kuching","sarawak",730000,362,11,0,"terrace house",1,1,1,13.5007998131246,5.89164421182577,2.39789527279837
"bunga raya","bukit baru","melaka",3e+05,169,11,0,"terrace house",1,1,1,12.6115377536383,5.12989871492307,2.39789527279837
"taman sri anggerik","rantau","negeri sembilan",190000,122,11,0,"terrace house",1,1,1,12.1547793511426,4.80402104473326,2.39789527279837
"taman gadong perdana","bertam","melaka",3e+05,207,11,0,"terrace house",1,1,1,12.6115377536383,5.33271879326537,2.39789527279837
"taman bunga raya","sungai petani","kedah",230000,131,11,1,"terrace house",1,0,1,12.3458345879053,4.87519732320115,2.39789527279837
"taman rimba (pec lot 3021)","mentakab","pahang",308000,185,11,0,"terrace house",1,0,1,12.6378550619557,5.22035582507832,2.39789527279837
"taman cempakasari","kapar","selangor",360000,276,11,0,"terrace house",0,1,0,12.7938593104323,5.62040086571715,2.39789527279837
"taman nirwana","bukit mertajam","penang",350000,310,11,0,"terrace house",1,0,1,12.7656884334656,5.73657229747919,2.39789527279837
"taman klebang putra","chemor","perak",255000,190,11,0,"terrace house",1,0,1,12.4490188241406,5.24702407216049,2.39789527279837
"taman setia jaya","batu pahat","johor",380000,234,11,0,"terrace house",1,0,1,12.8479265317026,5.4553211153577,2.39789527279837
"taman era","simpang rengam","johor",405900,231,11,0,"terrace house",1,0,1,12.913862102827,5.44241771052179,2.39789527279837
"taman cheras idaman","cheras","selangor",830000,473,11,0,"terrace house",1,1,1,13.6291809797728,6.15909538849193,2.39789527279837
"taman jujur","sikamat","negeri sembilan",143000,129,11,0,"cluster house",1,0,1,11.870599909242,4.85981240436167,2.39789527279837
"taman impian indah","bukit mertajam","penang",375000,310,11,0,"terrace house",1,0,1,12.8346813049525,5.73657229747919,2.39789527279837
"taman mawar","tanjong duabelas","selangor",390000,219,11,0,"terrace house",1,0,1,12.8739020181058,5.3890717298165,2.39789527279837
"taman bandar baru sp (pknk)","sungai petani","kedah",2e+05,192,11,0,"terrace house",1,0,1,12.2060726455302,5.25749537202778,2.39789527279837
"taman idaman","simpang ampat","penang",495000,299,11,1,"semi d",1,0,1,13.1123130415508,5.70044357339069,2.39789527279837
"taman puteri","kuching","sarawak",4e+05,179,11,0,"terrace house",0,1,0,12.8992198260901,5.18738580584075,2.39789527279837
"taman skudai indah","skudai","johor",650000,426,11,1,"terrace house",1,0,1,13.3847276418718,6.05443934626937,2.39789527279837
"taman pulai bayu","skudai","johor",9e+05,264,11,1,"semi d",1,0,1,13.7101500423064,5.57594910314632,2.39789527279837
"usj 20","subang jaya","selangor",915000,515,11,0,"terrace house",1,0,1,13.7266793442577,6.24416690066374,2.39789527279837
"perkampungan kertih","kerteh","terengganu",360000,83,11,1,"bungalow",1,1,1,12.7938593104323,4.4188406077966,2.39789527279837
"taman piasau","miri","sarawak",680000,114,11,0,"bungalow",0,1,0,13.4298480771523,4.7361984483945,2.39789527279837
"taman intan baiduri","batu caves","kuala lumpur",820000,442,11,0,"terrace house",0,1,0,13.6170596192404,6.0913098820777,2.39789527279837
"taman airport","sandakan","sabah",4e+05,322,11,0,"terrace house",0,1,0,12.8992198260901,5.77455154554441,2.39789527279837
"taman pulai flora","skudai","johor",6e+05,357,11,1,"cluster house",1,0,1,13.3046849341983,5.87773578177964,2.39789527279837
"taman sentoria","kota samarahan","sarawak",320000,248,11,0,"terrace house",1,0,1,12.6760762747759,5.51342874616498,2.39789527279837
"seksyen 5 bandar baru bangi","bangi","selangor",360000,360,11,0,"terrace house",0,1,0,12.7938593104323,5.88610403145016,2.39789527279837
"taman lake view","taiping","perak",405000,193,11,1,"terrace house",1,0,1,12.9116423460887,5.26269018890489,2.39789527279837
"seksyen 15 bandar baru bangi","bangi","selangor",550000,406,11,0,"terrace house",0,1,0,13.2176735572087,6.00635315960173,2.39789527279837
"taynton view","cheras","kuala lumpur",625000,362,11,0,"terrace house",1,0,1,13.3455069287185,5.89164421182577,2.39789527279837
"taman desa cemerlang","batu pahat","johor",439800,260,11,0,"terrace house",1,0,1,12.9940753571028,5.56068163101553,2.39789527279837
"taman putera indah","muar","johor",560000,259,11,1,"terrace house",1,0,1,13.2356920627113,5.55682806169954,2.39789527279837
"bandar pulai jaya","simpang pulai","perak",310000,220,11,0,"terrace house",0,1,0,12.6443275764613,5.39362754635236,2.39789527279837
"mutiara residence","jitra","kedah",410400,267,11,1,"terrace house",1,0,1,12.9248875728387,5.58724865840025,2.39789527279837
"taman bukit melaka","bukit baru","melaka",438000,227,11,0,"terrace house",1,0,1,12.9899741893586,5.4249500174814,2.39789527279837
"taman pahlawan","telok panglima garang","selangor",365000,277,11,1,"semi d",1,0,1,12.8076526325646,5.62401750618734,2.39789527279837
"taman saga","senai","johor",270000,259,11,0,"terrace house",1,0,1,12.5061772379805,5.55682806169954,2.39789527279837
"taman anggerik","tampoi","johor",335000,357,11,0,"terrace house",1,0,1,12.7218858108072,5.87773578177964,2.39789527279837
"taman desa idaman","durian tunggal","melaka",320000,188,11,0,"terrace house",1,0,1,12.6760762747759,5.23644196282995,2.39789527279837
"taman banang heights","batu pahat","johor",410000,254,11,0,"terrace house",1,0,1,12.9239124386805,5.53733426701854,2.39789527279837
"diamond residence","semenyih","selangor",675000,366,11,1,"semi d",1,0,1,13.4224679698547,5.90263333340137,2.39789527279837
"taman kerian indah","parit buntar","perak",498800,357,11,0,"terrace house",1,0,1,13.119960492788,5.87773578177964,2.39789527279837
"taman sri lalang","kota tinggi","johor",340000,167,11,0,"terrace house",1,0,1,12.7367008965923,5.11799381241676,2.39789527279837
"taman tasek","johor bahru","johor",615000,250,11,1,"semi d",1,0,1,13.3293775467887,5.52146091786225,2.39789527279837
"taman seroja","sepang","selangor",4e+05,156,11,0,"terrace house",0,1,0,12.8992198260901,5.04985600724954,2.39789527279837
"bandar seri ehsan","tanjong duabelas","selangor",3e+05,209,11,0,"terrace house",0,1,0,12.6115377536383,5.34233425196481,2.39789527279837
"taman jelita blok 30","miri","sarawak",180000,179,11,0,"terrace house",0,1,0,12.1007121298723,5.18738580584075,2.39789527279837
"taman perwira indah","simpang ampat","penang",440000,338,11,0,"terrace house",1,0,1,12.9945300058944,5.82304589548302,2.39789527279837
"kingfisher park ph2","kota kinabalu","sabah",950000,256,11,1,"semi d",0,1,0,13.7642172635767,5.54517744447956,2.39789527279837
"taman daya - jalan nibong 28","tebrau","johor",150000,263,11,0,"flat",1,0,1,11.9183905730784,5.57215403217776,2.39789527279837
"pkns seksyen 24","shah alam","selangor",212000,292,11,0,"flat",0,1,0,12.2643415536542,5.67675380226828,2.39789527279837
"taman mawar","sandakan","sabah",125000,228,11,0,"flat",0,1,0,11.7360690162844,5.42934562895444,2.39789527279837
"utama @ utropolis","batu kawan","penang",320000,628,11,0,"service residence",1,0,1,12.6760762747759,6.4425401664682,2.39789527279837
"anggerik villa 2","kajang","selangor",220000,198,11,0,"apartment",1,0,1,12.3013828253345,5.28826703069454,2.39789527279837
"miharja (lrt maluri)","cheras","kuala lumpur",245000,305,11,0,"flat",0,1,0,12.4090134895269,5.72031177660741,2.39789527279837
"petrie condominium","johor bahru","johor",499000,279,11,0,"condominium",1,0,1,13.1203613747337,5.63121178182137,2.39789527279837
"usj one avenue condo","subang jaya","selangor",5e+05,372,11,0,"condominium",0,1,0,13.1223633774043,5.91889385427315,2.39789527279837
"sri cempaka","puchong","selangor",380000,471,11,0,"apartment",1,0,1,12.8479265317026,6.15485809401642,2.39789527279837
"iskandar residences","iskandar puteri (nusajaya)","johor",873000,601,11,0,"condominium",1,0,1,13.6796908348217,6.39859493453521,2.39789527279837
"d'rich executive suites","iskandar puteri (nusajaya)","johor",4e+05,418,11,0,"apartment",1,0,1,12.8992198260901,6.03548143252476,2.39789527279837
"sri impian apartment","ayer itam","penang",278000,392,11,0,"apartment",0,1,0,12.5353763926728,5.97126183979046,2.39789527279837
"sri alam condominium","shah alam","selangor",450000,324,11,0,"condominium",0,1,0,13.0170028617465,5.78074351579233,2.39789527279837
"taman lone pine (medium low cost)","ayer itam","penang",250000,436,11,0,"apartment",1,0,1,12.4292161968444,6.07764224334903,2.39789527279837
"de tropicana","kuchai lama","kuala lumpur",280000,287,11,0,"condominium",0,1,0,12.5425448821514,5.65948221575962,2.39789527279837
"taman lembah maju","ampang","selangor",158000,195,11,0,"apartment",0,1,0,11.9703503120091,5.27299955856375,2.39789527279837
"abadi villa","taman desa","kuala lumpur",450000,370,11,0,"condominium",0,1,0,13.0170028617465,5.91350300563827,2.39789527279837
"cheras ria","cheras","kuala lumpur",138000,242,11,0,"flat",1,0,1,11.8350089641393,5.48893772615669,2.39789527279837
"bandar baru ampang","ampang","selangor",139900,243,11,0,"flat",0,1,0,11.8486831606536,5.49306144334055,2.39789527279837
"villa bestari apartment","iskandar puteri (nusajaya)","johor",380000,327,11,0,"apartment",1,0,1,12.8479265317026,5.78996017089725,2.39789527279837
"7 tree seven residence","cheras","selangor",4e+05,403,11,0,"condominium",1,0,1,12.8992198260901,5.99893656194668,2.39789527279837
"sunway court","bandar sunway","selangor",380000,392,11,0,"apartment",0,1,0,12.8479265317026,5.97126183979046,2.39789527279837
"skudai villa","skudai","johor",370000,334,11,0,"condominium",1,0,1,12.8212582846204,5.8111409929767,2.39789527279837
"18 madge","ampang hilir","kuala lumpur",3200728,1224,11,0,"condominium",1,0,1,14.9788888418958,7.10987946307227,2.39789527279837
"koi tropika","puchong","selangor",470000,459,11,0,"service residence",0,1,0,13.0604879736862,6.12905021006055,2.39789527279837
"ria 2 apartment","masai","johor",210000,260,11,0,"apartment",1,0,1,12.2548628096996,5.56068163101553,2.39789527279837
"aman puri apartment","kepong","selangor",320000,353,11,0,"apartment",1,0,1,12.6760762747759,5.8664680569333,2.39789527279837
"casa ria","cheras","kuala lumpur",4e+05,392,11,0,"condominium",0,1,0,12.8992198260901,5.97126183979046,2.39789527279837
"desa villa condominium","taman desa","kuala lumpur",485000,417,11,0,"condominium",1,0,1,13.0919041699196,6.0330862217988,2.39789527279837
"pauh damai","bukit mertajam","penang",2e+05,315,11,0,"flat",1,0,1,12.2060726455302,5.75257263882563,2.39789527279837
"zennith suites (pangsapuri kebun teh)","johor bahru","johor",225000,488,11,0,"apartment",0,1,0,12.3238556811866,6.19031540585315,2.39789527279837
"hillview loft","batu pahat","johor",320000,303,11,0,"condominium",1,0,1,12.6760762747759,5.71373280550937,2.39789527279837
"prai inai","perai","penang",280000,314,11,0,"apartment",1,0,1,12.5425448821514,5.74939298590825,2.39789527279837
"le yuan residence","jalan klang lama (old klang road)","kuala lumpur",840000,541,11,0,"condominium",1,0,1,13.6411571708195,6.29341927884648,2.39789527279837
"desa sri puteri","desa petaling","kuala lumpur",130000,216,11,0,"flat",0,1,0,11.7752897294377,5.37527840768417,2.39789527279837
"the oval","klcc","kuala lumpur",4045824,1038,11,0,"service residence",1,0,1,15.2131957960108,6.94505106372583,2.39789527279837
"the westside one","desa parkcity","kuala lumpur",1380000,787,11,0,"condominium",1,0,1,14.1375940571334,6.6682282484174,2.39789527279837
"taman air itam","ayer itam","penang",270000,402,11,0,"flat",1,0,1,12.5061772379805,5.99645208861902,2.39789527279837
"gemilang indah","jalan klang lama (old klang road)","kuala lumpur",265000,314,11,0,"condominium",1,0,1,12.4874851049684,5.74939298590825,2.39789527279837
"p' residence","kuching","sarawak",470000,408,11,0,"condominium",0,1,0,13.0604879736862,6.01126717440416,2.39789527279837
"anjali north kiara","segambut","kuala lumpur",1050000,619,11,0,"condominium",1,0,1,13.8643007221337,6.4281052726846,2.39789527279837
"lily & jasmine apartment","tampoi","johor",285000,285,11,0,"apartment",0,1,0,12.5602444592508,5.65248918026865,2.39789527279837
"apartment harmoni","damansara damai","selangor",133000,205,11,0,"flat",0,1,0,11.7981044072039,5.32300997913841,2.39789527279837
"the place @ cyberjaya","cyberjaya","selangor",170000,304,11,0,"service residence",1,0,1,12.0435537160324,5.71702770140622,2.39789527279837
"mawar apartment","genting highlands","pahang",550000,650,11,0,"apartment",1,0,1,13.2176735572087,6.47697236288968,2.39789527279837
"molek pine 1","johor bahru","johor",520000,358,11,0,"apartment",1,0,1,13.1615840905576,5.8805329864007,2.39789527279837
"ketumbar hill","cheras","kuala lumpur",350000,367,11,0,"condominium",1,0,1,12.7656884334656,5.90536184805457,2.39789527279837
"apartment seri bakawali","serendah","selangor",36000,54,11,0,"apartment",1,0,1,10.4912742174382,3.98898404656427,2.39789527279837
"glory beach resort","port dickson","negeri sembilan",3e+05,321,11,0,"condominium",1,0,1,12.6115377536383,5.77144112313002,2.39789527279837
"taman bukit erskine","tanjong tokong","penang",268000,410,11,0,"apartment",1,0,1,12.498742259493,6.01615715969835,2.39789527279837
"bayu villa","klang","selangor",3e+05,346,11,0,"apartment",1,0,1,12.6115377536383,5.84643877505772,2.39789527279837
"warisan city view","cheras","kuala lumpur",410000,451,11,0,"condominium",0,1,0,12.9239124386805,6.11146733950268,2.39789527279837
"stulang laut","johor bahru","johor",2e+05,264,11,0,"flat",0,1,0,12.2060726455302,5.57594910314632,2.39789527279837
"holiday place (d-villa residence)","ampang","kuala lumpur",4e+05,431,11,0,"service residence",1,0,1,12.8992198260901,6.06610809010375,2.39789527279837
"d'piazza","bayan baru","penang",485000,518,11,0,"condominium",1,0,1,13.0919041699196,6.24997524225948,2.39789527279837
"swiss garden residences","bukit bintang","kuala lumpur",510000,902,11,0,"service residence",1,0,1,13.1421660047005,6.80461452006262,2.39789527279837
"nautica lake suites","bandar sunway","selangor",830000,520,11,0,"condominium",0,1,0,13.6291809797728,6.25382881157547,2.39789527279837
"prominence","bukit mertajam","penang",470000,370,11,0,"condominium",1,0,1,13.0604879736862,5.91350300563827,2.39789527279837
"prisma cheras","cheras","kuala lumpur",426000,362,11,0,"condominium",1,0,1,12.9621946252515,5.89164421182577,2.39789527279837
"the grand subang jaya ss13","subang jaya","selangor",455000,880,11,0,"service residence",1,0,1,13.0280526979331,6.77992190747225,2.39789527279837
"vista bayu","klang","selangor",3e+05,280,11,0,"apartment",1,0,1,12.6115377536383,5.63478960316925,2.39789527279837
"pusat komersial seksyen 7","shah alam","selangor",3e+05,376,11,0,"flat",0,1,0,12.6115377536383,5.92958914338989,2.39789527279837
"bistari lavender condominium","city centre","kuala lumpur",460000,417,11,0,"condominium",1,0,1,13.0389817684653,6.0330862217988,2.39789527279837
"the wadihana","johor bahru","johor",528000,302,11,0,"condominium",1,0,1,13.1768515626884,5.71042701737487,2.39789527279837
"batu caves centerpoint","batu caves","selangor",170000,253,11,0,"flat",1,0,1,12.0435537160324,5.53338948872752,2.39789527279837
"sun moon city","ayer itam","penang",138000,232,11,0,"flat",1,0,1,11.8350089641393,5.44673737166631,2.39789527279837
"sri lempah","taman desa","kuala lumpur",197000,353,11,0,"flat",0,1,0,12.1909590077201,5.8664680569333,2.39789527279837
"fairway suites","iskandar puteri (nusajaya)","johor",465000,455,11,0,"condominium",1,0,1,13.0497926845695,6.12029741895095,2.39789527279837
"the riviera","ampang","selangor",210000,224,11,0,"apartment",0,1,0,12.2548628096996,5.41164605185504,2.39789527279837
"tiffani kiara","mont kiara","kuala lumpur",1120000,561,11,0,"condominium",1,0,1,13.9288392432713,6.3297209055227,2.39789527279837
"alpine village","tambun","perak",250000,287,11,0,"apartment",0,1,0,12.4292161968444,5.65948221575962,2.39789527279837
"tun perak","melaka city","melaka",478000,440,11,0,"apartment",0,1,0,13.0773660114736,6.08677472691231,2.39789527279837
"genting permai resort","bentong","pahang",210000,298,11,0,"apartment",1,0,1,12.2548628096996,5.6970934865054,2.39789527279837
"casa desa","taman desa","kuala lumpur",540000,442,11,0,"condominium",1,0,1,13.1993244185405,6.0913098820777,2.39789527279837
"taman merak jaya","simpang ampat","penang",1e+05,186,11,0,"flat",1,0,1,11.5129254649702,5.2257466737132,2.39789527279837
